RamanShift (cm-1),Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
634.867188,108.5458065,194.583862,92.727172,185.687805,61.895935,118.116913
633.041016,102.2710875,225.889892,106.284362,212.879638,70.95987933,42.782166
631.212891,106.9363705,240.775634,137.622253,212.716003,70.90533433,71.385803
629.386719,128.6846005,191.413879,122.436401,167.447326,55.81577533,116.37796
627.558594,118.9931945,180.337036,137.344665,182.325683,60.77522767,69.792969
625.728516,134.5805355,199.321289,159.082397,220.422058,73.47401933,87.440582
623.900391,122.843353,218.29663,148.002807,218.890625,72.96354167,79.128388
622.072266,124.766998,229.069763,156.06134,244.670593,81.55686433,76.282196
620.242188,135.563629,223.455139,154.551818,221.290527,73.763509,92.550537
618.412109,140.213043,261.519836,118.892639,234.773681,78.25789367,91.067383
616.580078,148.95401,236.79602,136.512024,227.781677,75.92722567,119.605866
614.75,139.9554745,216.176452,144.56549,200.32904,66.77634667,114.024079
612.917969,152.784088,273.311157,173.091064,228.810669,76.270223,116.628632
611.085938,148.5614315,254.056152,170.214233,232.733764,77.57792133,105.595612
609.253906,161.381927,266.166076,180.982971,277.554016,92.51800533,109.564118
607.421875,172.1518855,280.996215,174.013183,252.841064,84.28035467,118.982636
605.587891,175.4220885,268.566101,175.229309,251.30487,83.76829,127.034088
603.755859,199.1258235,257.504089,179.171814,292.001953,97.33398433,110.559296
601.921875,166.975433,294.117981,162.665039,310.887512,103.6291707,149.935578
600.085938,179.7763365,326.629516,221.121948,280.742798,93.58093267,147.08017
598.251953,180.318695,316.922851,186.900207,279.201233,93.06707767,116.998139
596.416016,171.333221,269.110778,204.458068,303.520508,101.1735027,142.734284
594.580078,167.794952,323.377014,207.026916,287.00592,95.66864,160.293793
592.744141,194.1876525,336.804931,181.001587,280.021972,93.34065733,143.834015
590.908203,192.0056455,320.304077,193.103332,283.922119,94.64070633,150.503937
589.070312,206.8219295,291.572876,220.169616,297.338867,99.11295567,163.969635
587.234375,164.5335385,324.031067,245.862609,297.154541,99.05151367,167.912628
585.396484,178.669647,330.650207,189.925659,313.279968,104.426656,155.543793
583.556641,212.5020445,330.471923,200.653808,307.656555,102.552185,168.998688
581.71875,203.525421,316.708618,207.297851,331.922851,110.6409503,157.993805
579.878906,183.687469,323.324524,230.250915,319.506531,106.502177,174.158051
578.041016,182.1899715,343.51593,215.14038,343.758423,114.586141,156.367584
576.201172,207.1654355,325.68634,223.134887,346.278076,115.4260253,187.457672
574.359375,234.843536,358.082641,222.97528,350.153686,116.7178953,185.959259
572.519531,223.836517,357.897705,273.064453,297.037048,99.01234933,196.673798
570.677734,221.652496,387.557861,247.095703,345.689758,115.2299193,210.096466
568.835938,251.341827,377.872009,267.291931,359.056396,119.6854653,195.030731
566.994141,244.4064025,383.10614,265.76477,356.145263,118.7150877,224.718903
565.150391,237.4741515,416.80603,250.670105,381.703674,127.234558,196.10025
563.308594,253.5854185,426.094299,251.860351,350.326721,116.7755737,220.352753
561.464844,260.204132,447.573059,276.104858,398.909241,132.969747,201.23349
559.621094,250.563446,441.948059,292.202819,406.828491,135.609497,249.857636
557.777344,276.8177795,452.577942,273.049255,424.224426,141.408142,230.740326
555.931641,282.7490535,455.078491,308.113281,438.90393,146.30131,219.756256
554.087891,277.1708675,480.591003,297.094177,445.454162,148.4847207,235.851898
552.242188,279.0389705,484.43695,313.171875,460.121582,153.3738607,254.646698
550.394531,299.8492125,532.932678,329.241943,463.957336,154.6524453,238.252228
548.548828,307.1219785,512.414611,318.225402,507.02124,169.00708,273.270722
546.701172,319.8009335,552.765991,347.822937,510.843933,170.281311,283.928497
544.855469,339.9105525,483.576294,381.466491,522.777466,174.2591553,285.116242
543.007812,330.9468685,544.19226,379.916198,568.500305,189.5001017,328.209564
541.158203,372.667938,535.853881,360.781677,526.355041,175.4516803,310.465241
539.310547,378.563385,570.756591,420.0932,565.299377,188.4331257,314.347992
537.460938,413.4991145,608.344421,463.152221,617.733826,205.9112753,318.22879
535.611328,410.603546,675.625915,481.859802,587.761047,195.920349,341.015289
533.761719,423.2366025,678.065612,485.692993,677.971008,225.990336,350.288727
531.912109,410.8907165,703.452087,515.195129,653.397522,217.799174,390.605377
530.060547,425.5419005,701.835144,521.720031,663.924377,221.3081257,374.22049
528.208984,466.4965515,725.854431,501.232544,718.971496,239.6571653,363.240387
526.357422,489.2210995,741.76886,471.303588,699.801086,233.2670287,387.337799
524.505859,527.443817,761.721374,506.180297,770.996765,256.9989217,416.818268
522.652344,565.6484065,881.437927,530.244445,843.506897,281.1689657,428.756745
520.800781,562.721588,842.036926,552.947998,845.887878,281.962626,498.652802
518.947266,637.286224,937.41986,617.455993,937.212829,312.4042763,511.913788
517.09375,682.8477475,1023.32611,586.18573,967.864319,322.6214397,558.85202
515.238281,699.426727,1049.92279,658.744812,1042.952698,347.6508993,582.868439
513.384766,761.11203,1131.721374,755.532287,1107.23175,369.07725,554.351837
511.529297,801.899261,1148.854797,741.770202,1121.664123,373.888041,621.44223
509.673828,833.917572,1192.901306,792.684387,1109.168396,369.7227987,642.734345
507.816406,841.697235,1216.740539,791.042663,1155.89093,385.2969767,699.005707
505.960938,842.745941,1247.295349,875.587463,1229.499695,409.8332317,726.996308
504.103516,880.784393,1284.561096,859.117004,1238.508362,412.8361207,812.813324
502.246094,875.7715755,1319.119445,865.536438,1289.200867,429.7336223,840.763519
500.388672,884.20578,1380.550476,901.558288,1331.802429,443.934143,922.479218
498.53125,879.866302,1365.335876,887.78363,1355.565491,451.8551637,1029.694916
496.671875,906.436859,1411.944397,907.642028,1433.070251,477.6900837,1100.576019
494.8125,908.1397395,1453.156555,958.420471,1408.431335,469.4771117,1151.2706
492.953125,914.542816,1478.230651,956.741638,1406.638122,468.879374,1281.189789
491.09375,949.1429135,1536.864441,981.945861,1423.645813,474.5486043,1351.960297
489.232422,958.8893735,1571.30426,1025.951355,1455.413269,485.1377563,1453.575897
487.373047,968.6310725,1570.829406,1035.005188,1473.743103,491.247701,1529.640473
485.511719,957.5682065,1513.994201,1113.899597,1545.740539,515.2468463,1624.455658
483.648438,1001.515961,1560.488708,1045.042663,1488.910583,496.3035277,1661.536591
481.787109,1001.180511,1521.119201,964.135192,1524.655334,508.2184447,1722.74289
479.923828,978.7193295,1619.886657,1002.723327,1491.994079,497.3313597,1688.711151
478.060547,1005.872284,1593.927795,1034.583679,1541.127136,513.7090453,1784.738251
476.197266,1010.896942,1581.384094,983.250427,1613.022156,537.674052,1815.043183
474.333984,1028.649017,1622.44635,1025.830139,1558.922424,519.640808,1829.253632
472.470703,1032.325897,1648.752258,1112.64093,1573.172302,524.3907673,1921.158905
470.605469,1056.091278,1724.601867,1047.918762,1606.165954,535.3886513,1901.852509
468.740234,1101.269867,1699.986633,1125.300842,1577.54779,525.8492633,1883.894013
466.875,1154.459198,1652.624817,1136.986145,1641.315124,547.1050413,1950.284149
465.007812,1147.394745,1662.836731,1162.062439,1611.363464,537.1211547,1967.121063
463.140625,1188.504608,1786.781067,1179.090637,1711.220398,570.4067993,1979.935272
461.273438,1198.157196,1766.187072,1214.85736,1716.04779,572.01593,2002.107636
459.40625,1184.399628,1757.639953,1207.767395,1762.333679,587.4445597,2056.368378
457.539062,1253.550629,1801.244445,1232.802673,1836.677185,612.2257283,1948.808563
455.669922,1319.326508,1856.859436,1311.349914,1821.418396,607.1394653,1981.666474
453.802734,1345.644257,1854.978332,1356.415222,1901.057556,633.685852,1958.375214
451.933594,1372.617279,1938.613342,1355.985168,1927.211853,642.403951,1834.880829
450.0625,1388.222504,1909.99591,1405.029602,1954.689148,651.5630493,1798.276337
448.193359,1407.159027,1868.036682,1405.924621,2008.863708,669.621236,1697.582977
446.322266,1408.728363,1915.556945,1444.241516,1922.814148,640.9380493,1547.533783
444.451172,1384.266205,1960.384582,1393.014709,1926.243835,642.0812783,1515.028168
442.580078,1350.47348,1937.126526,1389.903625,1885.63031,628.5434367,1434.492645
440.708984,1318.69809,1909.87677,1393.47174,1911.749206,637.2497353,1386.017792
438.835938,1289.60556,1858.628967,1312.917175,1849.815124,616.6050413,1332.230194
436.962891,1255.8591,1798.069641,1253.759582,1755.903015,585.301005,1270.466278
435.089844,1264.794403,1746.872375,1257.356872,1790.033386,596.6777953,1266.064301
433.216797,1239.7341,1735.689026,1219.588928,1716.174743,572.0582477,1265.6633
431.341797,1184.700409,1660.542297,1232.530212,1728.975036,576.325012,1197.295502
429.466797,1168.331146,1676.031555,1221.459167,1709.792663,569.9308877,1192.913788
427.59375,1130.656952,1674.196594,1225.059997,1670.638367,556.8794557,1168.553192
425.716797,1146.93515,1671.030822,1184.668762,1634.166199,544.7220663,1153.526215
423.841797,1098.632538,1561.354309,1152.292907,1621.676208,540.558736,1178.448456
421.964844,1170.815643,1644.736633,1102.611023,1645.131286,548.3770953,1076.905121
420.087891,1154.468353,1696.140442,1127.549255,1669.9057,556.6352333,1097.841156
418.210938,1126.154755,1665.032287,1141.821472,1693.337585,564.4458617,1053.574921
416.333984,1101.845062,1572.752746,1149.429382,1684.835144,561.6117147,1061.204804
414.455078,1157.999969,1630.785461,1208.947815,1641.761413,547.2538043,1019.627777
412.576172,1186.873383,1668.847717,1260.452942,1727.668396,575.8894653,1047.204437
410.697266,1219.720306,1619.166565,1318.585754,1662.008728,554.0029093,997.675263
408.818359,1275.141815,1744.917297,1318.162658,1823.613952,607.8713173,993.350922
406.939453,1334.522186,1715.169006,1339.017517,1756.633728,585.544576,975.743012
405.058594,1338.753021,1715.983947,1410.385192,1825.163269,608.3877563,966.112885
403.177734,1391.449921,1799.127746,1472.414123,1816.641784,605.5472613,898.059296
401.296875,1400.311249,1781.33551,1491.887878,1905.037536,635.012512,921.641815
399.414062,1419.786224,1804.696594,1561.83905,1884.555115,628.1850383,939.903656
397.533203,1431.953461,1776.295471,1574.640319,1848.159118,616.0530393,959.483734
395.650391,1408.959198,1806.279358,1491.821472,1836.986023,612.3286743,925.988861
393.767578,1426.42807,1813.701477,1535.169006,1942.532898,647.510966,908.425751
391.882812,1443.225433,1806.533752,1478.945251,1911.452331,637.150777,864.350922
390,1381.800018,1721.154846,1501.042419,1841.942077,613.9806923,852.113373
388.115234,1350.886932,1737.868713,1440.873108,1833.430847,611.1436157,842.532318
386.230469,1376.30246,1721.448547,1460.315612,1801.073181,600.357727,827.655609
384.345703,1335.46994,1740.803283,1380.293274,1803.173279,601.0577597,806.162201
382.458984,1305.914032,1720.416565,1366.596618,1788.05487,596.01829,885.333954
380.572266,1275.048187,1645.752258,1303.865051,1743.813659,581.2712197,859.864594
378.6875,1266.039032,1699.528381,1237.187927,1695.622497,565.207499,864.853974
376.798828,1243.137909,1583.877746,1227.509094,1589.222595,529.740865,756.024018
374.912109,1221.570648,1568.839904,1135.716247,1571.522888,523.8409627,829.838715
373.023438,1155.038177,1512.802185,1078.395691,1578.965027,526.3216757,809.697846
371.134766,1089.860077,1472.661071,1070.085022,1520.278869,506.759623,772.374115
369.246094,1039.918182,1456.338073,1018.101379,1481.453186,493.8177287,780.022186
367.357422,1032.960175,1430.769714,971.435241,1514.026062,504.675354,750.654511
365.466797,951.3388365,1354.9953,955.2182,1389.320495,463.1068317,742.445404
363.578125,969.508392,1378.348327,939.008728,1373.014343,457.6714477,759.343476
361.6875,944.7398375,1340.928527,901.650451,1313.126282,437.7087607,741.889618
359.794922,914.0404965,1333.899963,896.036926,1286.281433,428.7604777,731.047089
357.904297,876.0943295,1252.93988,865.314758,1223.802185,407.9340617,753.2164
356.011719,821.6669615,1280.254089,818.751037,1214.150574,404.716858,745.016083
354.119141,829.9479675,1215.181091,806.555969,1224.297912,408.099304,718.344574
352.226562,818.435272,1224.020568,837.949524,1226.524231,408.8414103,687.727875
350.333984,793.0785825,1166.906067,819.153503,1152.247986,384.082662,667.677704
348.439453,757.1845395,1167.840515,796.406067,1128.11676,376.03892,741.263764
346.544922,748.3339535,1152.95404,720.879455,1109.270569,369.7568563,660.565399
344.650391,693.3562925,1135.438537,764.138,1089.115173,363.038391,674.805268
342.755859,720.103607,1077.08197,738.781433,1080.828796,360.2762653,656.09494
340.859375,696.117889,1087.258361,708.161804,977.693298,325.897766,637.393402
338.962891,688.607269,1081.624694,681.512024,1002.364685,334.1215617,656.896698
337.066406,701.509979,1099.695373,711.556335,1020.440124,340.146708,638.203827
335.169922,680.17868,1022.972839,687.554016,1016.127014,338.7090047,631.368012
333.271484,675.3091735,1010.777526,697.819152,1018.396545,339.465515,662.703461
331.375,622.414642,1043.325744,646.169738,990.401062,330.1336873,630.864227
329.476562,597.8288265,1049.548156,649.855163,988.728821,329.5762737,588.516144
327.576172,598.2431335,997.899475,666.704406,939.710876,313.2369587,580.383331
325.677734,602.601715,997.555236,648.006164,984.071594,328.0238647,576.198944
323.777344,628.6480405,1040.591003,617.473205,950.852722,316.9509073,549.669037
321.876953,607.369598,1002.123718,625.108337,928.163391,309.387797,634.861908
319.976562,590.6999815,943.966247,614.325134,889.718078,296.5726927,549.204193
318.076172,554.334442,942.321228,629.847229,903.8349,301.2783,583.125397
316.173828,570.5173645,934.110412,607.235534,894.305725,298.1019083,560.55893
314.271484,576.845123,949.536682,584.634704,895.284729,298.428243,589.208954
312.369141,576.6065975,929.514099,567.300842,921.203186,307.0677287,531.210175
310.466797,548.8092955,921.31195,570.995056,894.61615,298.2053833,548.042267
308.564453,569.5694885,909.177673,568.120422,840.489807,280.163269,596.354401
306.660156,559.4949035,895.737365,550.802612,893.947815,297.982605,575.1232
304.755859,524.5090635,861.321472,571.56427,898.85907,299.61969,563.081818
302.849609,509.8614195,878.053283,549.003906,817.238342,272.4127807,527.447052
300.945312,503.0851135,897.398132,533.015075,820.854797,273.6182657,516.733551
299.039062,524.485992,880.041931,543.270935,774.673523,258.2245077,546.648407
297.132812,507.883514,854.833435,537.783264,814.98114,271.66038,551.656586
295.226562,514.2101745,870.240173,566.389953,864.437561,288.1458537,516.058685
293.320312,497.6180725,804.452575,564.831848,759.352844,253.1176147,531.547455
291.412109,505.907684,885.321228,501.676696,819.271667,273.0905557,550.956085
289.503906,488.6709895,878.458923,532.891601,765.29303,255.0976767,524.545807
287.595703,502.192657,868.982727,549.681823,788.542785,262.847595,482.445954
285.6875,493.468292,852.970031,531.103515,793.466247,264.488749,507.084931
283.777344,471.669281,827.809875,477.18219,774.84552,258.28184,485.935761
281.867188,481.916046,820.96759,469.102172,736.620178,245.5400593,504.023895
279.957031,466.666473,831.122741,523.843383,719.329162,239.7763873,497.265289
278.046875,464.4934995,768.0849,469.962524,754.323547,251.4411823,483.97525
276.134766,452.521881,808.299743,467.12207,735.729797,245.2432657,479.83786
274.224609,467.334991,783.180236,494.361084,721.063782,240.354594,490.071747
272.310547,451.4504085,801.169983,470.596984,707.710754,235.9035847,435.001251
270.398438,429.6979675,783.898132,439.001525,747.896179,249.2987263,507.913056
268.486328,457.55899,795.351989,466.227356,726.710876,242.2369587,506.384247
266.572266,449.5182185,802.885193,451.632385,740.771423,246.9238077,493.110748
264.658203,434.957733,788.234558,487.985046,701.331848,233.7772827,456.358612
262.744141,448.4486385,772.286438,483.838501,680.172912,226.724304,496.584015
260.828125,431.2871395,730.264465,445.749755,705.970764,235.323588,487.234589
258.914062,459.1135555,709.122985,446.83612,696.554504,232.1848347,473.978241
256.998047,424.3611755,727.094909,454.446411,709.301208,236.433736,495.921478
255.082031,458.6912535,666.870422,419.001281,642.551086,214.1836953,469.637909
253.164062,434.378143,700.477356,412.267334,655.304504,218.4348347,512.416474
251.248047,454.3614805,713.227966,409.448486,690.193909,230.0646363,461.394013
249.330078,430.0610655,714.252624,457.473266,679.490173,226.4967243,450.763947
247.412109,390.1501155,741.313903,479.407959,670.093323,223.364441,458.365204
245.492188,427.7002255,718.903259,446.605224,680.224182,226.741394,467.264191
243.574219,422.291534,706.913269,403.396606,643.505798,214.5019327,451.435272
241.654297,418.1863095,667.609924,455.283142,669.248718,223.082906,477.243378
239.734375,406.279449,711.563415,417.301452,655.961365,218.6537883,447.112946
237.814453,413.232269,755.4953,462.650573,645.280823,215.0936077,488.512787
235.892578,427.9813535,675.909851,455.919921,668.404358,222.8014527,496.09317
233.970703,458.318939,653.54718,410.158569,656.426086,218.8086953,452.983368
232.048828,426.9236755,677.970886,420.354248,687.33136,229.1104533,451.473236
230.126953,387.100067,681.598571,421.441406,655.869079,218.6230263,464.25296
228.205078,405.0876155,670.938781,469.334533,646.499695,215.4998983,473.130219
226.28125,425.013824,658.985656,448.311401,672.190857,224.063619,467.720856
224.357422,377.4311825,639.249939,442.892944,690.081116,230.0270387,473.996613
222.433594,427.8512265,729.831726,453.067932,692.389587,230.796529,503.628815
220.507812,419.862457,671.165344,408.683105,679.127746,226.3759153,455.400299
218.583984,426.7942195,678.679992,459.118042,687.923034,229.307678,464.268463
216.658203,433.074127,732.875549,482.264343,657.810242,219.2700807,488.693878
214.732422,422.4966735,665.175598,463.864013,606.968323,202.3227743,484.584564
212.804688,415.164764,738.7901,474.021057,631.32843,210.44281,451.961395
210.878906,397.4695125,741.097107,486.767822,628.463806,209.4879353,459.525604
208.951172,402.45462,717.49237,503.399353,639.851257,213.2837523,478.745819
207.023438,413.9132385,683.537292,525.209594,718.584045,239.528015,507.023102
205.09375,411.1223445,672.906799,606.643737,728.648742,242.882914,486.080109
203.166016,460.115936,733.483337,598.608093,702.460266,234.153422,431.487946
201.236328,445.666595,753.90802,652.773376,759.11737,253.0391233,435.164643
199.306641,455.8091735,740.67987,678.41217,730.34613,243.44871,482.833954
197.376953,480.176727,708.05365,663.888855,722.286804,240.762268,450.274201
195.445312,475.4326475,732.34906,654.551818,721.991272,240.6637573,451.35672
193.513672,452.5888365,734.65155,607.678283,776.00177,258.6672567,440.801483
191.582031,449.1463315,736.952819,597.065124,696.839294,232.2797647,439.300202
189.650391,425.6737365,739.252868,592.92633,670.702576,223.5675253,466.231903
187.716797,439.682037,709.250427,568.092346,682.047912,227.349304,419.502838
185.785156,456.266815,702.513733,560.082641,703.721496,234.573832,439.967316
183.851562,438.620819,734.522766,515.874389,731.841369,243.947123,466.878815
181.916016,452.6154475,713.580749,505.295837,757.365295,252.4550983,430.512482
179.982422,462.730743,688.77655,493.430053,713.174011,237.7246703,478.065705
178.046875,423.80307,751.736511,513.869812,674.166076,224.7220253,462.36203
176.111328,439.080963,733.385681,440.006713,713.876648,237.9588827,442.795441
174.175781,467.8945615,734.391296,450.118469,720.031921,240.0106403,491.600372
