Energy(eV) / Data point number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
5.51839,-0.00425178,-0.000535652,-0.000958796,0.00183736,-0.000124787,-0.000423605,-0.000928801,0.00249156,-0.00337452,0.00172493,-0.0019922,-0.00283613,-0.00142102,0.00176119,0.00307266,0.00363604,0.000526374,-9.38939e-06,-0.00105006,-0.00293182,-0.000757176,-0.00738876,0.00296275,-0.000358566,-0.00241137,0.0039712,0.00189878,-0.00129341,0.000818418,-0.00094011,-0.000958053,0.000505572,-0.0016563,0.00097052,-0.00304577,-0.00111805,0.00133525,-0.000225993,0.00190746,-0.00192875,-0.00212284,-0.000916035,0.00355323,-0.000473191,-0.00249211,0.000621916,-0.00124511,0.00302676,0.000540491,-0.00139052,-0.00194339,-0.00150539,-0.00157454,0.00381616,0.00232337,-0.00145278,0.00194179,0.000830557,-0.00128762,0.000449899,-0.00478905,0.00131917,0.000842178,-0.00140613,0.000949377,-0.00149777,-0.00172108,-0.00170522,-2.7348e-06,0.00173451,0.00492739,0.00229898,0.00207289,-0.000860388,-0.00105351,-0.000548076,0.00171848,0.00258782,-0.00115908,-0.000759109,0.000242441,0.00278688,0.000825488,4.77971e-05,-0.00107194,-0.00110489,0.000574082,-0.00129058,0.0008789,0.000227599,-0.000860155,-9.20831e-05,0.00220239,0.000487402,0.00169078,-0.00259547,0.00115606,0.00137116,0.000471769,-0.000268881
5.48435,0.00078264,0.00228271,0.00394566,-0.00409876,-0.00111763,-0.00234192,-0.000498364,0.000194786,0.00194796,0.000931757,-0.000243035,-0.00175854,-0.00137098,-0.000367744,0.00124004,-0.00381628,-0.0016013,0.00292575,0.00080824,0.00301323,-0.00273141,0.00381669,-0.00359327,-0.00202052,-0.00122924,-0.00081788,-0.00127115,-0.00128226,-0.000209932,0.00246265,-0.00107062,-0.000292054,0.0024779,0.00333883,-0.00273881,-0.00222611,7.62794e-05,-0.00146622,0.00309343,-0.0014616,-0.00317156,-0.000274337,-0.00241159,0.00101424,-0.00131493,0.00181306,0.000684344,0.00151198,-0.00289748,0.00100301,0.00329603,0.00170629,3.57907e-05,0.000295374,-0.00104445,0.00247132,-0.0032247,-0.00168518,0.00220408,-0.000338999,0.000113844,-0.00244093,0.00295401,-0.0037656,-0.00110394,-4.76623e-05,0.000442543,-0.00160855,-0.000355994,0.000928715,-0.000315404,0.00384811,0.00023186,0.000459418,0.00160863,0.00182912,0.000417661,-0.0019919,0.00340509,0.00148811,0.00155522,0.000768223,0.0021731,-0.00338321,-0.000283504,-0.00242304,-0.000576119,-0.000256212,0.000885322,0.000171602,-0.00267085,-0.00150517,0.000588773,0.000737629,7.72603e-05,-0.00336613,0.00165401,0.0030649,-0.00196066,0.000494171
5.45031,-0.000478702,-0.00349811,0.000953068,0.000700568,-0.00287397,0.000931128,-0.00171659,0.000314751,0.000153423,0.00205793,0.00157323,-0.00199201,0.00100027,-0.00190519,-0.00239682,0.000777222,0.00206197,0.000837545,8.17554e-05,-0.000746864,-0.000317889,-0.000734269,0.00197906,-0.00348545,0.00124916,0.00154047,0.00229083,0.0025213,-0.0012744,-0.00348308,-0.00211771,-0.000893265,0.000929582,0.00225851,-0.00122572,0.00397881,0.000424148,-0.000618054,-0.0045817,-0.0019603,0.003058,-0.00155123,0.00163414,0.00770729,0.000183216,0.0026895,-0.00330774,-0.0011217,0.000933722,-0.000981431,0.000820716,0.00547968,-0.00191938,0.000594422,-0.00304547,-0.00371253,0.00288505,0.00462179,0.000250717,-0.000939654,-0.000424107,-0.00193625,-0.000706645,-0.000581754,-0.00227289,0.0024148,0.00217462,0.000430738,-0.00204004,-0.00131739,-0.00271898,-0.000337185,-0.000307295,-0.000836154,-0.000514202,0.00029371,0.00135102,-0.000233474,-0.000130674,-0.0028724,0.000556392,-0.00303357,-0.00234904,0.00078727,-0.000388514,-0.000737876,0.00022884,-0.00150506,0.00201555,-0.00459399,0.00151128,0.00381305,-0.000231248,0.000156555,0.00483497,0.000675181,0.000331857,0.000868189,-0.00281351,-0.00221164
5.41627,-0.000881173,0.00208121,-0.000268465,0.00300429,-0.000994007,0.00113682,0.00324157,0.00189915,-0.00108073,0.00318108,5.53361e-05,-0.00300211,-0.000186604,-0.00305234,-0.0009009,-0.000644209,0.00109855,0.00384089,-0.0048943,0.00080376,-0.00178599,-0.000213596,0.00200543,0.00312913,-0.000847534,-0.00127516,-0.00194481,-0.000276089,-0.000931308,-0.000332977,0.00330837,0.00064956,-0.00100616,-0.000196201,-9.78607e-05,0.00329582,0.000235104,0.00121553,-0.000876438,-0.0012083,0.000854201,0.00190467,-0.000789421,-0.00487615,-0.000302561,-0.00622073,-0.000767755,-0.00107617,0.0023585,-0.00187887,0.000914036,-0.00163406,-0.00173344,-0.00114377,0.0022565,-0.000849265,-0.00213885,5.51763e-05,1.24132e-05,0.00158112,-0.00242073,-0.00286375,-0.00220973,-0.00128603,0.00212273,0.00227929,-0.00303839,0.00215559,-0.00209395,0.00256548,0.00177462,0.000999807,-0.00114203,0.000641348,0.00285305,0.00181249,0.00344717,-0.000204607,0.000290208,0.00071821,-0.000911496,0.00194419,-0.000955996,5.54191e-05,-0.00218572,0.00236942,-1.34354e-05,-0.00150293,0.00214205,0.00314355,-0.000605039,-0.00183125,-0.00216062,0.00298386,-0.00098216,-0.00252467,0.00137426,-0.000520322,-0.00215065,-0.0013094
5.38223,0.00303532,-0.00107638,0.000750078,-0.00249678,-0.00232291,-7.03779e-05,-0.00056601,-0.00100696,0.000249765,0.00093655,0.00491416,0.00311658,0.0006935,0.00104866,-0.00296842,-0.000252576,-0.000546799,0.00107839,0.00360265,-0.00467943,1.31686e-06,0.00357718,-0.00199916,-0.000833398,0.00417743,0.000233715,0.000941296,0.00140091,0.000465297,0.00274583,-0.000214446,-0.00587254,-0.00166604,-0.000823717,-0.00132996,-0.00570161,-0.000206357,-0.00288956,-0.00212431,-0.0016392,0.00148486,0.00126809,-0.00237222,-0.00193512,-0.0029278,0.000629262,0.00301626,0.000438483,0.000978169,1.74559e-06,0.000385799,0.00313267,-0.00373157,0.000464254,-0.00183673,0.00269494,0.000396232,-9.71907e-05,-0.00229306,0.00116185,-0.00222267,-0.00035015,-1.2349e-05,-0.000294551,-0.00128748,0.000948526,0.00279168,-0.00125442,-0.00112504,0.00348611,0.00126967,0.0012829,-0.00132456,-0.00264162,0.00103348,-0.000196961,-0.00047685,-0.00035546,-0.00167237,-0.00118401,0.00309949,0.000679146,0.000572972,-0.00116365,-0.00161965,0.00104574,-0.00121469,-0.00324893,0.00260394,0.00219526,0.00347847,-0.000481168,-0.00190756,-0.00120022,0.00188139,0.00041136,-0.000496032,0.00203593,-0.0036254,-0.00110424
5.34819,-0.00293232,0.00335162,0.00320039,-0.000286316,0.000828705,-0.00014262,-0.00183978,-0.00165024,0.000450614,-0.00203906,-0.00139175,-0.00298604,0.00292745,-1.2455e-05,-0.00286193,-0.000280525,-0.00166629,-0.00127854,0.00590106,-0.00221097,0.00164172,0.00209927,6.76674e-05,-0.000244822,-0.00342466,0.00203835,-0.00154987,-0.00291772,-0.00100009,-0.00292178,0.001415,-0.00296588,-0.000502957,-0.000271099,-0.00159217,0.00139428,-0.00121023,-4.00417e-05,-0.000650143,-0.000829463,-0.00475726,0.000194466,-0.00115607,0.000794587,-6.91099e-05,-0.000204358,-0.00390031,0.000217778,-0.000664664,-8.47179e-05,-0.000191217,-0.00120825,0.000733091,0.00128806,-0.00136645,0.000513003,0.000355946,-0.00069514,0.00050868,0.000763607,-0.00127206,-0.0033083,0.00149873,0.00307879,-0.00123987,-0.00256365,0.00161702,-0.000509862,-0.000207739,7.99022e-05,0.00232738,-0.00138562,-0.0050494,0.000744811,-0.00256229,0.00141557,0.00127683,-0.00180667,-0.000644572,0.00182931,-0.0012067,0.00312165,0.00434483,0.000294239,-0.000559544,-0.00097236,-0.00523029,-0.00433791,0.00262641,-0.00244197,0.00319025,0.00110589,-0.00216474,-0.000289532,-0.00321498,0.00213297,-0.000393306,-0.0021282,-0.00128163,-0.000385247
5.31415,0.00173848,-0.00147377,0.00362187,-0.001721,-0.00050695,0.00175074,0.000796013,-0.00343048,0.00023655,0.000339199,-0.00221548,-0.000405377,-0.00189249,-6.74058e-05,0.00101385,0.000279431,-6.53778e-05,0.00246519,-0.00084898,-0.000673496,6.70917e-05,0.000920078,0.00346109,0.00168046,-0.000720505,-0.000383335,-0.00159699,0.00505165,-0.00129182,-0.000298508,0.000886037,0.00158465,-0.00017593,0.00214573,-0.00109188,6.49483e-05,0.00049302,0.00296196,0.0016708,0.000488073,0.00285705,-0.00118361,-2.14381e-05,0.00317072,-0.000542858,-0.000760715,0.000680862,0.00141947,0.00104939,2.01779e-05,-0.000549093,-0.000151289,0.000674172,0.00353906,0.00109502,6.72942e-05,-0.00105456,0.00157855,0.000368751,0.000818662,0.000628055,-0.00159918,0.000137494,0.00136613,0.000209051,0.0016601,-0.00264156,-0.00133959,-0.000660168,-0.000135622,0.00219122,-0.00266398,-0.00157101,0.00285284,-0.000832917,-0.000727133,-0.000226734,-0.00270644,-0.000815537,0.00299671,-0.000978766,-0.0016747,0.00472289,0.00134519,-0.00314302,-0.00358069,0.000645722,0.00427125,-0.00158324,-0.00236448,0.000123516,-0.000278181,-0.000360032,-0.00590651,0.000528644,-0.000903075,1.4797e-05,0.00372594,0.000247351,0.000449507
5.28011,-0.00321807,0.00169706,0.000842163,-0.000664054,-0.00162505,-0.000342191,0.000726597,0.000881565,-0.000756893,0.00663649,-9.05137e-05,0.00129632,-0.000735242,-0.00263784,-0.00211469,-0.000951099,0.00315424,0.00265907,0.00103153,0.000896272,0.000822196,0.00135537,0.00105406,-0.000112915,-0.00278169,-0.0018091,-0.00186525,0.00553829,-0.00250238,0.00108991,-0.00237133,-0.00176663,-0.000605785,-0.0014744,-0.00111393,0.00124335,0.00297061,0.00427877,-0.00735489,0.00361983,-0.0029044,-0.000843476,0.00225165,0.000467075,0.00350489,0.00512936,-4.57657e-05,-0.00253226,-0.000166553,-0.000924926,-0.000353329,-0.000768305,0.00488668,0.000889296,4.93228e-05,-0.000130303,-0.00145446,0.00293644,-0.00205196,0.00226928,0.00173554,-0.00231132,0.00125497,-0.000708475,-0.00313852,-0.00170118,0.000546269,0.00210055,-0.00230287,-0.00141531,-0.000621442,-0.000682511,0.00114016,0.00298667,0.000235373,-0.000239352,0.00127819,0.000865181,0.00406522,-0.00243106,0.00154367,-0.00106397,-0.000317904,-0.000302354,0.00117496,0.000303344,-0.00107893,-0.00464428,-0.00208252,2.91501e-05,-0.00350993,0.000350031,-0.00167002,0.000559805,0.000699252,-0.00122326,-0.00162072,0.00108982,-0.00508859,-0.00101918
5.24607,0.000456304,0.000878881,0.000498185,-0.000520319,-0.00261971,0.000929975,0.00195214,-0.000631999,0.000354488,-0.000917593,-0.000202972,-2.88487e-05,4.69356e-05,-0.00466607,0.00142377,-0.00272819,-0.000266783,6.06165e-05,-0.00228366,0.00180285,0.00101637,-0.00145715,-0.000262582,0.000532852,-0.00103902,-0.0021416,0.00225992,0.000286351,0.00181247,-0.00296267,-0.00518335,0.000316013,-0.000550816,0.000667047,0.00236437,0.00092034,-0.0015489,0.00301411,0.00102533,-0.000707533,0.000685374,-0.00132432,-0.000380466,0.00212449,0.000886771,0.000800368,0.00205869,0.00125482,0.000690956,0.000851503,-6.03644e-05,-0.00133756,0.00123265,0.00289862,0.000556807,-0.00133418,-0.000580598,-0.00370549,0.00381851,0.00103917,0.00150585,-0.00300208,-0.000360577,0.00136342,0.00460046,-0.000960191,0.0018705,0.00173469,-0.000636889,-0.00214452,-0.0022908,0.00128024,-0.00039259,0.00336275,0.000929797,0.000864138,-0.00120543,-0.00245208,-0.00127205,-0.000379346,0.00310557,-0.00196385,0.00375347,0.00169119,-0.00093306,0.000249823,-0.000856369,0.000475805,6.9685e-05,0.00050278,-0.000298325,-0.000849757,-0.00289757,0.0019044,0.000656743,0.000797909,0.000632148,0.00145729,0.00265782,0.000622521
5.21203,0.00143336,0.00306598,0.00135382,0.00184432,-0.00222486,0.00147298,0.000859366,-0.0012193,-0.000706269,0.000832232,-0.00163887,0.000621397,0.000967939,0.00225049,-0.000481437,-0.0037727,-0.00200277,0.000827469,0.00168656,0.000729316,0.00195631,0.00262289,0.00105581,0.000775098,-0.00343413,-0.00167184,0.00189561,-0.0007684,0.00168678,0.000674986,-0.000291238,3.17995e-05,0.00251955,0.000818342,0.00020215,-0.000788384,-0.000804562,-0.000926447,0.000582461,0.00389736,-0.000224451,0.00381166,-5.33829e-05,-0.000849943,0.00103758,-0.00157116,0.00123974,0.00538605,-0.000879915,-0.000760016,0.00113475,0.000344778,0.000881457,0.000425206,-0.000778467,0.000209837,-0.00089724,0.00100824,0.00281123,-0.00112583,0.000682588,-0.00119199,-0.00209647,-0.00125135,0.000748315,-0.00045075,0.000333838,-0.00155685,-0.00308975,0.0025613,0.00138077,-0.000904702,-0.00208407,0.00237753,-0.000807496,-0.000445538,-0.0024787,0.00183741,0.000338523,0.0017518,-0.00033897,0.00236919,-0.000611782,0.00295385,0.000321083,-0.0022753,-0.000279378,7.8765e-05,0.00547109,-0.00121478,-0.00106455,0.0010336,-0.00308766,0.00200192,0.00132867,0.00231975,-0.00224839,-0.000126684,-0.000345722,0.00224292
5.17798,-0.00262409,-0.00304866,0.00062647,-0.000537827,0.000291024,0.00482324,-0.00176701,0.000598001,0.000872972,-0.000148553,0.000570808,0.00222184,-0.00033181,-0.00220591,-0.000589497,-0.00275997,0.000390158,0.000142132,-0.0022854,0.000204311,-0.0035418,-0.000877401,-0.000799489,1.84567e-05,0.00128129,0.000696378,0.00383097,-0.00109097,0.000193611,-0.00422686,0.000728159,0.00138545,0.00120878,-0.00247762,-0.00132657,0.00110795,-0.000305301,0.00204631,2.97978e-05,-0.00386122,0.000568383,0.00135685,0.00298298,0.000829783,-2.2263e-05,0.000382679,0.00128851,0.00063984,0.00208164,2.37232e-05,0.000706319,0.00142117,0.0029244,-0.00323454,-9.12656e-05,0.00264077,-0.000857516,0.0019544,0.00196535,-0.00121445,0.00456802,0.00289493,0.000976973,0.00164684,0.000342414,-0.000976568,0.00132896,-0.00201997,0.00063668,0.00237601,0.0027879,-0.000728801,0.000283173,0.00307388,0.00341493,0.000136128,0.00317498,0.00498798,0.00202812,-0.00191979,0.00112251,-0.000222015,0.00221835,-0.00101814,0.000289253,0.00240373,-0.00107585,0.00134321,-0.000978095,0.00194526,-0.00166824,-0.000185189,-3.33403e-05,0.00123545,-0.000452458,0.00630898,0.00325511,-0.000211404,0.00242288,0.00233612
5.14394,-0.000696992,-0.00137891,0.0029107,0.000449289,-0.000396804,0.00133724,0.000801423,-0.000174916,0.000564051,-0.000524787,0.00252552,2.40167e-05,-0.000174304,0.000747505,-0.00179868,-5.45854e-05,-0.00051169,0.00143511,0.00216545,0.00102405,0.00065581,-0.00212175,3.84843e-05,-0.00284158,-0.000586477,0.000925325,0.000684169,-0.00452415,-0.000636734,0.000861738,-0.00124853,0.00220759,0.00136397,-0.00016165,0.00148102,0.00159057,0.000419568,-1.18879e-05,-0.000268883,0.00205815,0.00101664,0.00298403,0.00392736,0.0001925,0.00349682,0.000855055,0.000286729,2.32172e-05,-0.00057435,-0.00211734,-0.00148579,0.00256448,-0.00283662,0.00202585,0.000254757,0.00309473,0.00165171,0.00339989,0.00555826,0.00225967,8.75686e-05,0.00350351,0.00170191,-0.00018234,0.00110579,-0.00144166,0.000425911,0.000781146,0.00418282,0.00416779,0.00202573,0.00157055,0.00327306,-0.00102261,-0.000754727,-0.00164593,0.00224753,-0.00219354,-0.000246398,0.000857129,-0.00221301,-0.00329444,-8.31813e-05,0.000312348,0.000860597,-0.00254851,-0.00367084,0.00222741,7.40975e-05,0.000970979,0.000443924,-0.000467755,0.000179834,-0.000381646,-0.000654629,0.000789716,-0.00179602,0.0012109,-0.0026542,-0.00161181
5.1099,0.00415519,-0.000504598,-0.00197778,0.000848169,8.77635e-05,-9.25669e-05,0.000104749,0.00300254,-0.00137495,-0.000419423,-0.00395879,-0.000858996,-0.00110442,0.000597426,0.00181128,-0.000467562,-0.000501133,0.001816,-0.000441411,-1.34395e-06,0.000734147,-0.00165699,-0.000462642,-0.000279369,0.00133502,0.00513113,-0.0016559,0.000313013,0.0016366,0.00124751,0.00128475,0.00321624,0.0036924,0.00362916,0.000506788,0.000790577,0.000640795,-0.000136837,0.00283057,0.00261496,-0.00156327,-0.00193658,-0.00183675,0.000845634,0.00144046,0.00455549,0.000279427,-0.000163089,0.00287032,0.00343415,0.00313721,0.00226259,0.00351259,0.000948961,0.00531328,0.00251681,0.00260302,0.00187627,5.44924e-05,0.00281181,0.000435544,-3.33509e-05,0.00176825,0.0035265,-0.00116198,-0.00248483,0.000731835,0.0038466,0.00132212,0.000657535,0.000352329,0.00260689,-0.000998341,-0.00220862,0.000313375,0.0018367,0.00180755,0.00367645,0.00112819,9.58891e-05,0.000487017,-0.000258188,-0.00258952,-0.00128221,-0.00177879,-0.00180388,0.000992012,-0.000271866,0.00164787,-0.000180931,0.00263273,-0.00459924,-0.000811236,0.000948949,0.00423215,-0.00183053,0.00354722,0.00176435,-0.000889201,0.00138748
5.07586,0.00384821,0.00142522,0.000273124,0.00305713,-0.0016352,9.96108e-05,0.000544205,-0.000811698,-0.00225985,0.000488368,-0.000831966,0.000598442,-0.00231842,-0.000159879,0.000402834,-0.00273841,-0.00159492,0.00144207,0.00166618,0.000393861,-0.00416624,-0.000595637,0.00092921,-0.00261191,-0.000946049,0.0034677,-0.00248629,0.00517802,-0.000581321,-0.0014268,-0.000186083,1.2079e-05,-0.000236419,-0.000639661,-0.00288559,0.00170015,0.00407109,-0.00473868,0.000934759,0.000467206,0.00035467,-0.00214727,0.00166338,0.00181549,0.00288497,0.00725768,0.00298804,0.00251397,0.00108399,0.00511754,0.0026804,0.00212148,0.00360776,0.00165158,0.00331044,0.00208358,0.00458109,0.00204111,0.00486332,0.00341099,0.00321556,0.00353304,0.00186306,0.0031875,0.00310321,0.00129705,0.00201045,-0.0020771,0.00138849,0.000881825,0.000732244,-0.000823554,-0.000789741,-0.000453433,-0.001817,0.00210163,0.00340816,-0.00070775,-0.00101023,-0.00121465,-0.00119665,-0.000842396,-0.000759945,-0.000808879,0.000678654,-0.00253387,0.000463443,0.000978101,0.00434934,-0.00188793,-0.00137615,-0.000907132,0.00168304,-0.000339943,-0.000765562,0.00112066,-0.0026189,0.000553454,-0.00232933,-0.000507134
5.04182,0.00049335,-0.000667132,-0.00223267,0.000656215,-0.000235047,-0.00280413,0.0029463,-0.00163528,-0.00182318,0.000484564,-0.00458695,0.000618884,-0.000404242,0.000424502,-0.00199018,-0.00134359,0.00220162,-0.00147876,-0.00163741,-0.0027437,-0.00050982,-0.00107306,-0.0014746,1.94358e-05,-0.00121353,0.000657683,0.000179646,-0.00306093,0.0013049,-0.000683289,-0.00115063,0.00176143,-0.00143152,0.000915885,-0.00337615,-0.00137159,0.00323145,-0.00161772,-0.00109084,-0.00351034,0.00103435,0.00287865,0.00498829,0.00303008,0.00267827,0.00153823,0.00118397,0.00327227,0.00458842,0.00630384,0.00754454,0.00228395,0.00508665,0.00535206,0.00458329,0.00545555,0.0043503,0.00381464,0.00430079,0.00482703,0.000383746,0.00256671,0.0040639,0.0038486,0.00190772,0.00319341,0.00521061,0.00290252,0.00209826,0.00294886,0.00119176,0.00333316,0.00427114,-0.000561657,0.00277325,-0.000214896,-8.78769e-05,-0.000428348,0.00287408,0.000119548,-0.00139694,-0.00397412,-0.000485125,0.00155559,0.00191614,0.00146122,-0.00134703,0.00263149,-0.00105784,0.00107244,-0.000839975,-0.0014404,0.00183564,-0.000735834,0.00130163,-0.000946603,0.000881808,-0.000848389,0.00187839,0.0019869
5.00778,-0.00167885,-0.000344055,2.48754e-06,-0.000169945,0.00154731,-0.00086643,0.000285898,0.00178921,0.00258939,-0.00171235,-0.000349696,0.000204462,5.53683e-05,-0.000114343,-0.00142684,0.000360596,-0.00356495,-0.00208331,-0.000549979,-0.00108894,-0.00163907,0.00332951,-0.000467705,0.00106306,8.40757e-05,-0.00197088,0.000165042,-0.00100522,-0.00182753,0.00153582,0.000479807,-0.00265265,0.00233337,0.000242118,-0.000274569,0.000673478,0.00308652,0.0037317,-0.00157759,0.00200828,0.00514117,0.000721923,0.00321684,0.00232437,0.00610333,0.00561895,0.00860183,0.00648699,0.0052546,0.00810253,0.00641932,0.00860381,0.00566329,0.00587209,0.00897893,0.00653909,0.00741855,0.00646616,0.00599691,0.00644706,0.00621124,0.0049339,0.00470772,0.00700447,0.00134909,0.00598633,0.00513536,0.00621857,0.00550691,0.00659453,0.00216718,0.00438185,-0.00168464,0.00167933,0.000579061,-0.00138585,0.00255966,-0.00116247,0.00225716,0.0005175,0.00180308,0.000627072,-0.00155194,0.000229524,0.00156979,-0.00102582,0.002735,-8.34853e-05,0.00370592,0.000750699,0.000683452,0.00105294,-0.00423467,0.000825852,-0.000549696,0.00107735,0.00244929,-0.00252466,-0.00144177,0.00150494
4.97374,-0.00249738,-0.00229528,-0.0013331,0.000739036,-0.002617,-0.00216891,0.00152053,-1.55723e-05,0.00075816,0.00234395,-0.00198845,-0.00246655,0.000423409,0.0019387,-0.000500782,-0.00180214,-0.000154411,-0.00178721,-0.00461475,0.00327675,0.000445158,-0.00278052,0.000102081,-0.00322494,-0.00261898,0.000689471,-0.00144158,0.000796256,0.00191137,0.00145316,-0.00219423,0.00148676,0.00316125,0.00354153,0.0025207,-0.000327156,0.00211289,-0.000502765,0.00302346,0.00135511,0.00723475,0.00519372,0.00502234,0.00630936,0.000998918,0.00926488,0.00550579,0.00867004,0.0086089,0.00875427,0.00862846,0.00929008,0.00885109,0.0106335,0.00818572,0.0106084,0.0084057,0.00927123,0.00775947,0.00653989,0.00788875,0.00710582,0.00744838,0.00699142,0.0104421,0.00911815,0.00518186,0.00503557,0.00613562,0.002177,0.00472337,0.00440156,0.00129413,0.0052744,-0.000835096,0.00338334,0.00240766,1.19776e-05,-0.0015855,-0.000418005,-0.00092136,0.00234951,0.00369365,0.00272561,-0.0014805,-0.00164391,-0.000612783,0.00286944,-0.00112885,0.00298235,0.0011053,0.00199702,0.00280111,-0.00129516,0.000687602,0.000916006,0.00191378,0.00327757,-0.00134247,-0.0021474
4.9397,0.00132381,-0.000206226,0.00244561,-0.0010423,0.0012136,-6.08133e-05,-0.000417476,0.00105411,0.000396809,-6.10975e-05,0.00285974,-0.001639,0.000702061,-0.00162293,-0.000693443,0.000529514,0.00107785,0.00121951,-0.0016128,0.00354136,0.000559965,-0.000583007,-0.00159982,0.00174497,-0.00156182,0.00189697,-0.000644948,-0.000598689,0.0023651,0.000474456,7.25638e-05,0.00431689,-0.000215927,0.00302809,0.000634534,-6.77089e-05,-0.000784884,0.00567953,0.00566295,0.00428199,0.00169991,0.00479299,0.00439273,0.00764783,0.0086479,0.0123873,0.0133447,0.00985886,0.0096321,0.0132382,0.0136322,0.00979021,0.0110677,0.0161945,0.0100064,0.0151877,0.0136342,0.0125283,0.0126438,0.015453,0.0146985,0.0158373,0.0140306,0.0108117,0.0117892,0.0126964,0.00773085,0.00551887,0.00940121,0.0046727,0.00431564,0.00310485,0.00681615,0.000707739,0.00319477,0.00847314,0.000484599,0.00360658,-0.000196851,0.00138115,-0.000560482,0.00181723,-0.000580274,9.99455e-05,0.000184004,0.00261973,0.000790964,0.00384398,-0.00222311,0.00496149,0.000826328,0.00104621,-0.00193258,0.00314477,0.000735123,-0.000676192,0.000646662,-0.00439321,0.000722119,-0.00202035
4.90566,-0.00031473,-0.00225343,0.00150039,-0.00222899,0.00327867,-0.00181047,-0.000517558,0.0022488,-0.000325283,-0.00103261,0.000833005,0.000522059,-0.00176901,0.000800094,-0.000309933,-0.000486019,-0.00110997,0.000452609,0.00141338,-0.0023275,-0.00221845,-0.000421105,0.00271689,-0.00050073,0.00172399,-0.00303859,0.000258792,0.00558398,0.00275882,0.00580229,0.00304497,0.00498854,0.00341084,0.00311231,0.00440578,0.00640512,0.00546891,0.004128,0.00503579,0.00434601,0.0100503,0.00807826,0.00799683,0.0167111,0.0136912,0.011667,0.0140223,0.0149262,0.0167078,0.0138439,0.0196081,0.0197087,0.0195207,0.0209285,0.017275,0.0203858,0.0213387,0.0189302,0.0210759,0.0190638,0.0189806,0.016765,0.0154334,0.0164379,0.013297,0.0122693,0.00726053,0.0116176,0.0125739,0.00843823,0.00689995,0.0104087,0.00749215,0.00704747,0.00435378,0.00854546,0.000960495,0.00043769,0.000664121,0.00108836,0.00042872,0.000975174,-0.00288197,0.0016325,-0.00310657,-0.001382,8.73198e-05,0.00129816,-0.00310466,-0.000336694,0.00167911,0.00187786,-0.00518551,-0.00101261,0.000593325,0.00277649,-0.000237375,0.00281226,-0.00253021,-0.00314167
4.87162,-0.0020916,0.00163277,-0.00173242,0.000437911,-0.00130434,0.000288784,0.00256489,-0.00203716,0.000732875,-0.000130251,0.000689508,0.00365699,-0.000481788,0.00103488,-0.000378968,0.00209557,-0.00091827,-0.000501238,-0.00181446,0.000775747,-0.00125949,-0.000864828,0.00260318,0.00361166,3.29883e-05,0.00197696,0.00283518,0.00297465,-0.000918757,0.00130263,0.00160098,0.00135532,0.00594365,0.00265091,0.00489345,0.00605982,0.00430401,0.00506789,0.010446,0.00778143,0.0148677,0.0142011,0.0141175,0.0139918,0.0148377,0.0202668,0.0219179,0.023311,0.0226455,0.0242297,0.0225829,0.024456,0.0305222,0.0296484,0.0304011,0.0323576,0.0302972,0.0299694,0.0263922,0.0278402,0.0245923,0.0276089,0.0235765,0.0255468,0.0171855,0.020302,0.0185043,0.0175545,0.0168554,0.0156247,0.0132951,0.0117672,0.00924409,0.00616523,0.00943147,0.00422364,0.00550099,0.00316445,0.00591793,0.00343987,0.00132256,0.00558344,-0.000224702,-0.00149328,0.00405103,0.0011384,-0.00131411,-0.00017562,-2.25357e-05,-0.00239595,0.00196559,-0.00283729,-0.000760668,0.000524744,0.00280939,0.0032812,-0.000121304,-0.00510809,0.00135988,0.00231848
4.83758,2.6089e-06,0.000211352,0.00276349,-0.000335081,0.00213761,0.0015422,-4.70194e-05,-0.00142929,0.00166524,-0.00320944,0.00183583,0.00239502,0.000244425,0.000993117,-0.00253358,0.00165666,0.00137224,-0.00042169,0.00160538,0.000180978,-0.000426786,0.000537124,-0.000651688,0.00187041,-0.00212958,-0.00216262,0.00167801,0.00430356,0.00293259,0.00405793,0.00325857,0.000623103,0.00594676,0.00373719,0.00674612,0.00797361,0.0063819,0.0113654,0.0149016,0.0148853,0.0159008,0.0191819,0.0225406,0.0256645,0.0219075,0.0282177,0.0303165,0.0336624,0.0328091,0.0346213,0.0341649,0.0399602,0.0396328,0.0425337,0.0409579,0.0412122,0.040709,0.0435722,0.0385664,0.0389882,0.0370598,0.0384205,0.0341623,0.0323234,0.0326646,0.0285523,0.025874,0.0224509,0.0202984,0.015996,0.0151543,0.0122801,0.0101349,0.0115442,0.00831712,0.0089634,0.00729251,0.00747234,0.00508541,0.00477604,0.00379056,0.00140844,0.0060061,0.00204185,0.00216975,-0.000415497,0.00064876,-3.90308e-05,0.00190653,-0.000439783,0.00163819,-0.00170527,0.00139661,-0.00100007,0.00141229,-0.00205534,-0.00215493,-0.00135792,0.00135441,0.000946566
