Wavenumber (cm-1) / Compound number,1,2,3,4,5
370.339,1.060635e-43,1.210943e-30,8.309074e-22,1.597576e-07,9.61898e-175
371.1864,5.901354e-43,9.019985e-30,2.443675e-22,4.304159e-07,1.727172e-176
372.0339,3.235728e-42,6.528478e-29,7.082214e-23,1.12678e-06,3.040033e-178
372.8814,1.748345e-41,4.591367e-28,2.02269e-23,2.866247e-06,5.245137e-180
373.7288,9.309294e-41,3.137587e-27,5.692775e-24,7.084547e-06,8.870978e-182
374.5763,4.884735e-40,2.083404e-26,1.578896e-24,1.70151e-05,1.470693e-183
375.4237,2.525806e-39,1.344235e-25,4.315364e-25,3.970824e-05,2.39006e-185
376.2712,1.287044e-38,8.427535e-25,1.162294e-25,9.004314e-05,3.807426e-187
377.1186,6.462813e-38,5.133929e-24,3.084959e-26,0.0001984013,5.945525e-189
377.9661,3.198044e-37,3.038946e-23,8.068954e-27,0.0004247782,9.100912e-191
378.8136,1.559487e-36,1.747914e-22,2.079791e-27,0.000883698,1.365575e-192
379.661,7.494002e-36,9.768792e-22,5.282711e-28,0.001786361,2.008549e-194
380.5085,3.548791e-35,5.305003e-21,1.322296e-28,0.0035088,2.89591e-196
381.3559,1.656081e-34,2.799331e-20,3.261632e-29,0.006696869,4.092832e-198
382.2034,7.615835e-34,1.435313e-19,7.928226e-30,0.01241964,5.670203e-200
383.0508,3.451342e-33,7.150937e-19,1.899117e-30,0.0223805,7.700332e-202
383.8983,1.541321e-32,3.461809e-18,4.482929e-31,0.03918813,1.025076e-203
384.7458,6.783173e-32,1.628423e-17,1.042814e-31,0.06667502,1.337639e-205
385.5932,2.94176e-31,7.44312e-17,2.390486e-32,0.1102289,1.711031e-207
386.4407,1.257234e-30,3.305725e-16,5.400082e-33,0.1770728,2.145422e-209
387.2881,5.294926e-30,1.4266e-15,1.202123e-33,0.2763962,2.63696e-211
388.1356,2.197547e-29,5.982212e-15,2.637135e-34,0.4192144,3.177096e-213
388.9831,8.987749e-29,2.437503e-14,5.700991e-35,0.617823,3.752263e-215
389.8305,3.622417e-28,9.650555e-14,1.214515e-35,0.8847404,4.344024e-217
390.678,1.438734e-27,3.712644e-13,2.549706e-36,1.231095,4.929775e-219
391.5254,5.631152e-27,1.387836e-12,5.274873e-37,1.664527,5.484007e-221
392.3729,2.171944e-26,5.041003e-12,1.075396e-37,2.186826,5.980051e-223
393.2203,8.255332e-26,1.779179e-11,2.160526e-38,2.791654,6.392163e-225
394.0678,3.092111e-25,6.101632e-11,4.277453e-39,3.462841,6.697717e-227
394.9153,1.141328e-24,2.033276e-10,8.34537e-40,4.17376,6.879261e-229
395.7627,4.151453e-24,6.583708e-10,1.604504e-40,4.88817,6.926164e-231
396.6102,1.488074e-23,2.071422e-09,3.04039e-41,5.562742,6.835649e-233
397.4576,5.256342e-23,6.332723e-09,5.912598e-42,6.151137,6.613064e-235
398.3051,1.829689e-22,1.881205e-08,1.353555e-41,6.609152,6.27136e-237
399.1525,6.276328e-22,5.430075e-08,6.088147e-40,6.900173,5.829846e-239
400,2.121625e-21,1.522998e-07,2.738037e-38,7,1.009349e-240
400.8475,7.067505e-21,4.150655e-07,1.137291e-36,6.900173,5.644229e-237
401.6949,2.320055e-20,1.099152e-06,4.361625e-35,6.609152,6.152084e-233
402.5424,7.505249e-20,2.828283e-06,1.544434e-33,6.151137,6.191335e-229
403.3898,2.39258e-19,7.071504e-06,5.049335e-32,5.562742,5.752947e-225
404.2373,7.516274e-19,1.718006e-05,1.524204e-30,4.88817,4.935606e-221
405.0847,2.326876e-18,4.055657e-05,4.248115e-29,4.17376,3.909621e-217
405.9322,7.098695e-18,9.302972e-05,1.093184e-27,3.462841,2.859387e-213
406.7797,2.134118e-17,0.000207351,2.597374e-26,2.791654,1.93088e-209
407.6271,6.32256e-17,0.0004490702,5.697964e-25,2.186826,1.203875e-205
408.4746,1.845874e-16,0.0009450316,1.154115e-23,1.664527,6.930298e-202
409.322,5.310628e-16,0.001932423,2.158352e-22,1.231095,3.683548e-198
410.1695,1.505651e-15,0.003839565,3.72683e-21,0.8847404,1.807694e-194
411.0169,4.206659e-15,0.007412857,5.941567e-20,0.617823,8.190821e-191
411.8644,1.158204e-14,0.01390635,8.745939e-19,0.4192144,3.426684e-187
412.7119,3.142442e-14,0.02534921,1.188655e-17,0.2763962,1.323624e-183
413.5593,8.402027e-14,0.04489931,1.49159e-16,0.1770728,4.720624e-180
414.4068,2.213786e-13,0.07727496,1.728173e-15,0.1102289,1.554455e-176
415.2542,5.748066e-13,0.1292295,1.84871e-14,0.06667502,4.726079e-173
416.1017,1.470762e-12,0.2099948,1.825974e-13,0.03918813,1.326685e-169
416.9492,3.708496e-12,0.331573,1.665192e-12,0.0223805,3.438577e-166
417.7966,9.21484e-12,0.508714,1.402097e-11,0.01241964,8.228746e-163
418.6441,2.256381e-11,0.758389,1.090024e-10,0.006696869,1.818162e-159
419.4915,5.444671e-11,1.098586,7.824163e-10,0.0035088,3.709161e-156
420.339,1.294689e-10,1.546323,5.185419e-09,0.001786361,6.986551e-153
421.1864,3.033849e-10,2.114902,3.173028e-08,0.000883698,1.21505e-149
422.0339,7.00579e-10,2.810633,1.792701e-07,0.0004247782,1.951054e-146
422.8814,1.594244e-09,3.629458,9.351604e-07,0.0001984013,2.892601e-143
423.7288,3.575091e-09,4.554107,4.504103e-06,9.004314e-05,3.959605e-140
424.5763,7.900492e-09,5.552501,2.00297e-05,3.970824e-05,5.004483e-137
425.4237,1.720504e-08,6.57806,8.224032e-05,1.70151e-05,5.83997e-134
426.2712,3.692257e-08,7.572355,0.0003117735,7.084547e-06,6.292252e-131
427.1186,7.808412e-08,8.470088,0.001091283,2.866247e-06,6.259586e-128
427.9661,1.627302e-07,9.205954,0.003526793,1.12678e-06,5.749489e-125
428.8136,3.342014e-07,9.722403,0.01052365,4.304159e-07,4.875923e-122
429.661,6.763679e-07,9.977062,0.02899326,1.597576e-07,3.817935e-119
430.5085,1.348939e-06,9.948473,0.07375163,5.761803e-08,2.760224e-116
431.3559,2.651162e-06,9.639103,0.1732169,2.0192e-08,1.842485e-113
432.2034,5.134696e-06,9.07502,0.3756237,6.875811e-09,1.135554e-110
433.0508,9.800042e-06,8.302352,0.7520725,2.275058e-09,6.461834e-108
433.8983,1.843214e-05,7.381218,1.390306,7.314505e-10,3.395062e-105
434.7458,3.416317e-05,6.378342,2.373042,2.285079e-10,1.646963e-102
435.5932,6.239866e-05,5.359715,3.739765,6.936516e-11,7.376728e-100
436.4407,0.0001123122,4.384596,5.441608,2.046e-11,3.050618e-97
437.2881,0.0001992109,3.50174,7.31062,5.864034e-12,1.164813e-94
438.1356,0.0003482043,2.748217,9.068288,1.633202e-12,4.106466e-92
438.9831,0.0005997768,2.150545,10.38581,4.42297e-13,1.336671e-89
439.8305,0.001018075,1.727365,10.98246,1.172829e-13,4.017212e-87
440.678,0.00170296,1.492456,10.72267,3.273608e-14,1.114729e-84
441.5254,0.002807139,1.456801,9.666073,1.581147e-14,2.855996e-82
442.3729,0.004559928,1.628618,8.045284,2.4815e-14,6.756006e-80
443.2203,0.007299391,2.010863,6.18268,6.237366e-14,1.475593e-77
444.0678,0.01151463,2.596637,4.386884,1.643003e-13,2.975686e-75
444.9153,0.01789978,3.363922,2.873953,4.288851e-13,5.540535e-73
445.7627,0.02742081,4.271856,1.73839,1.103795e-12,9.524899e-71
446.6102,0.04139495,5.2609,0.9708648,2.79955e-12,1.511865e-68
447.4576,0.06158134,6.25843,0.5006271,6.997199e-12,2.215694e-66
448.3051,0.09027875,7.189661,0.2383494,1.723435e-11,2.998131e-64
449.1525,0.1304237,7.991767,0.104775,4.18312e-11,3.745722e-62
450,0.1856787,8.627378,0.04252512,1.000554e-10,4.320803e-60
450.8475,0.2604968,9.093168,0.01593593,2.358387e-10,4.601903e-58
451.6949,0.3601449,9.420273,0.005513829,5.478028e-10,4.525374e-56
452.5424,0.4906669,9.665638,0.001761462,1.253915e-09,4.108805e-54
453.3898,0.6587655,9.896263,0.0005195618,2.828438e-09,3.444456e-52
454.2373,0.8715846,10.17058,0.0001414964,6.287236e-09,2.66606e-50
455.0847,1.136378,10.52213,3.55793e-05,1.377233e-08,1.905299e-48
455.9322,1.460061,10.94975,8.260256e-06,2.972965e-08,1.257188e-46
456.7797,1.848645,11.41675,1.770654e-06,6.324218e-08,7.65917e-45
457.6271,2.306591,11.85854,3.504434e-07,1.32574e-07,4.308312e-43
458.4746,2.836106,12.19633,6.403925e-08,2.738701e-07,2.23757e-41
459.322,3.436442,12.35333,1.080485e-08,5.575265e-07,1.072976e-39
460.1695,4.103269,12.2695,1.683197e-09,1.118461e-06,4.75059e-38
461.0169,4.828205,11.91205,2.421004e-10,2.211114e-06,1.942e-36
461.8644,5.598556,11.28013,3.215141e-11,4.307604e-06,7.329846e-35
462.7119,6.397363,10.40353,3.94229e-12,8.269802e-06,2.554374e-33
463.5593,7.203782,9.336497,4.463146e-13,1.564549e-05,8.218987e-32
464.4068,7.993827,8.148411,4.665281e-14,2.916874e-05,2.441721e-30
465.2542,8.741452,6.913461,4.50255e-15,5.358964e-05,6.697581e-29
466.1017,9.419915,5.701134,4.012207e-16,9.702388e-05,1.696227e-27
466.9492,10.00334,4.56896,3.30105e-17,0.0001731056,3.966375e-26
467.7966,10.46834,3.558229,2.507639e-18,0.0003043534,8.563431e-25
468.6441,10.79556,2.692737,1.758822e-19,0.0005273268,1.707049e-23
469.4915,10.97102,1.980106,1.138998e-20,0.0009003599,3.141868e-22
470.339,10.98711,1.414855,6.810326e-22,0.001514911,5.339175e-21
471.1864,10.84313,0.9823411,3.759733e-23,0.002511844,8.377306e-20
472.0339,10.54534,0.6627319,1.916417e-24,0.00410424,1.213609e-18
472.8814,10.1065,0.4344481,9.019184e-26,0.006608571,1.623293e-17
473.7288,9.544998,0.2767338,3.919119e-27,0.01048617,2.004746e-16
474.5763,8.883528,0.1712815,1.572367e-28,0.01639687,2.285945e-15
475.4237,8.147601,0.1030108,5.82456e-30,0.02526619,2.406668e-14
476.2712,7.363913,0.06019756,1.992125e-31,0.03836657,2.339434e-13
477.1186,6.558766,0.03418211,6.290917e-33,0.05741176,2.099662e-12
477.9661,5.756656,0.01886005,1.834237e-34,0.084661,1.739931e-11
478.8136,4.979125,0.01011138,4.937885e-36,0.123027,1.331247e-10
479.661,4.243951,0.00526747,1.227356e-37,0.1761783,9.404363e-10
480.5085,3.564695,0.002666352,2.816723e-39,0.2486215,6.134006e-09
481.3559,2.950591,0.001311465,5.968455e-41,0.345748,3.694052e-08
482.2034,2.406746,0.000626787,1.167679e-42,0.4738221,2.054026e-07
483.0508,1.934577,0.0002910764,2.109257e-44,0.6398904,1.054515e-06
483.8983,1.532416,0.0001313463,3.517866e-46,0.8515898,4.998548e-06
484.7458,1.196194,5.759074e-05,5.417179e-48,1.116837,2.187655e-05
485.5932,0.920156,2.453642e-05,7.702136e-50,1.443391,8.840116e-05
486.4407,0.6975186,1.015766e-05,1.011098e-51,1.838285,0.0003298231
487.2881,0.5210565,4.086016e-06,1.225517e-53,2.307152,0.001136183
488.1356,0.3835733,1.597093e-06,1.37148e-55,2.853476,0.003613762
488.9831,0.2782573,6.065746e-07,1.41711e-57,3.477817,0.01061243
489.8305,0.1989204,2.238526e-07,1.351953e-59,4.177092,0.02877493
490.678,0.1401351,8.027196e-08,1.190869e-61,4.94397,0.07203733
491.5254,0.09728569,2.796981e-08,9.685238e-64,5.7665,0.1665118
492.3729,0.06655576,9.46976e-09,7.272784e-66,6.628014,0.3553666
493.2203,0.0448701,3.115389e-09,5.042374e-68,7.507393,0.7002485
494.0678,0.02981007,9.958857e-10,3.227852e-70,8.379719,1.274007
494.9153,0.01951657,3.09336e-10,1.907814e-72,9.217315,2.140107
495.7627,0.01259154,9.336314e-11,1.041124e-74,9.991116,3.319274
496.6102,0.008005501,2.738068e-11,5.245819e-77,10.6723,4.753297
497.4576,0.005015716,7.802554e-12,2.440439e-79,11.23407,6.28479
498.3051,0.003096792,2.160495e-12,1.048254e-81,11.65334,7.672389
499.1525,0.001884194,5.81291e-13,4.157282e-84,11.91238,8.647977
500,0.001129728,1.5197e-13,1.522286e-86,12,9
500.8475,0.0006675086,3.860521e-14,5.14668e-89,11.91238,8.647977
501.6949,0.0003886641,9.52923e-15,1.606579e-91,11.65334,7.672389
502.5424,0.0002230112,2.285565e-15,4.630428e-94,11.23407,6.28479
503.3898,0.0001260995,5.326638e-16,1.232208e-96,10.6723,4.753297
504.2373,7.026431e-05,1.206248e-16,3.027549e-99,9.991116,3.319274
505.0847,3.858254e-05,2.654264e-17,6.868191e-102,9.217315,2.140107
505.9322,2.087764e-05,5.675123e-18,1.438592e-104,8.379719,1.274007
506.7797,1.113286e-05,1.179045e-18,2.782126e-107,7.507393,0.7002485
507.6271,5.850145e-06,2.380177e-19,4.967755e-110,6.628014,0.3553666
508.4746,3.029432e-06,4.668873e-20,8.190068e-113,5.7665,0.1665118
509.322,1.545932e-06,8.898948e-21,1.246691e-115,4.94397,0.07203733
510.1695,7.77417e-07,1.648121e-21,1.752162e-118,4.177092,0.02877493
511.0169,3.852587e-07,2.965948e-22,2.273704e-121,3.477817,0.01061243
511.8644,1.881419e-07,5.186349e-23,2.72419e-124,2.853476,0.003613762
512.7119,9.054262e-08,8.812189e-24,3.013596e-127,2.307152,0.001136183
513.5593,4.293933e-08,1.454889e-24,3.078057e-130,1.838285,0.0003298231
514.4068,2.006745e-08,2.333993e-25,2.902768e-133,1.443391,8.840116e-05
515.2542,9.241951e-09,3.638255e-26,2.527506e-136,1.116837,2.187655e-05
516.1017,4.194399e-09,5.51075e-27,2.031964e-139,0.8515898,4.998548e-06
516.9492,1.875904e-09,8.110583e-28,1.508286e-142,0.6398904,1.054515e-06
517.7966,8.267722e-10,1.159891e-28,1.033703e-145,0.4738221,2.054026e-07
518.6441,3.590838e-10,1.611782e-29,6.541114e-149,0.345748,3.694052e-08
519.4915,1.536882e-10,2.176303e-30,3.821657e-152,0.2486215,6.134006e-09
520.339,6.482159e-11,2.855329e-31,2.061559e-155,0.1761783,9.404363e-10
521.1864,2.694223e-11,3.640129e-32,1.026795e-158,0.123027,1.331247e-10
522.0339,1.103524e-11,4.509219e-33,4.721893e-162,0.084661,1.739931e-11
522.8814,4.454152e-12,5.427623e-34,2.004898e-165,0.05741176,2.099662e-12
523.7288,1.77167e-12,6.348073e-35,7.85982e-169,0.03836657,2.339434e-13
524.5763,6.944406e-13,7.214364e-36,2.844965e-172,0.02526619,2.406668e-14
525.4237,2.682391e-13,7.966691e-37,9.507916e-176,0.01639687,2.285945e-15
526.2712,1.021042e-13,8.54834e-38,2.933849e-179,0.01048617,2.004746e-16
527.1186,3.830009e-14,8.912704e-39,8.358614e-183,0.006608571,1.623293e-17
527.9661,1.415763e-14,9.029444e-40,2.198745e-186,0.00410424,1.213609e-18
528.8136,5.157225e-15,8.888662e-41,5.340223e-190,0.002511844,8.377306e-20
529.661,1.851297e-15,8.502285e-42,1.197535e-193,0.001514911,5.339175e-21
530.5085,6.548937e-16,7.902395e-43,2.479481e-197,0.0009003599,3.141868e-22
531.3559,2.282969e-16,7.136836e-44,4.739991e-201,0.0005273268,1.707049e-23
532.2034,7.842672e-17,6.262915e-45,8.366393e-205,0.0003043534,8.563431e-25
533.0508,2.654988e-17,5.340368e-46,1.363462e-208,0.0001731056,3.966375e-26
533.8983,8.857186e-18,4.42476e-47,2.051597e-212,9.702388e-05,1.696227e-27
534.7458,2.911813e-18,3.562314e-48,2.850263e-216,5.358964e-05,6.697581e-29
535.5932,9.43335e-19,2.786753e-49,3.656133e-220,2.916874e-05,2.441721e-30
536.4407,3.011639e-19,2.118305e-50,4.330151e-224,1.564549e-05,8.218987e-32
537.2881,9.4749e-20,1.564597e-51,4.735089e-228,8.269802e-06,2.554374e-33
538.1356,2.937521e-20,1.122898e-52,4.780764e-232,4.307604e-06,7.329846e-35
538.9831,8.974739e-21,7.830726e-54,4.45667e-236,2.211114e-06,1.942e-36
539.8305,2.702075e-21,5.306249e-55,3.835904e-240,1.118461e-06,4.75059e-38
540.678,8.016919e-22,3.493792e-56,3.04838e-244,5.575265e-07,1.072976e-39
541.5254,2.343971e-22,2.235271e-57,2.236735e-248,2.738701e-07,2.23757e-41
542.3729,6.753542e-23,1.389592e-58,1.515318e-252,1.32574e-07,4.308312e-43
543.2203,1.917545e-23,8.393989e-60,9.478499e-257,6.324218e-08,7.65917e-45
544.0678,5.365303e-24,4.926894e-61,5.481374e-261,2.972965e-08,1.257188e-46
544.9153,1.479372e-24,2.809972e-62,3.97515e-265,1.377233e-08,1.905299e-48
545.7627,4.019716e-25,1.557236e-63,1.53122e-267,6.287236e-09,2.66606e-50
546.6102,1.076336e-25,8.385538e-65,2.146906e-269,2.828438e-09,3.444456e-52
547.4576,2.840109e-26,4.387642e-66,2.994277e-271,1.253915e-09,4.108805e-54
548.3051,7.385106e-27,2.230773e-67,4.115464e-273,5.478028e-10,4.525374e-56
549.1525,1.892401e-27,1.102055e-68,5.574171e-275,2.358387e-10,4.601903e-58
550,4.778637e-28,5.290238e-70,7.44006e-277,1.000554e-10,4.320803e-60
550.8475,1.189131e-28,2.467578e-71,9.786043e-279,4.18312e-11,3.745722e-62
551.6949,2.916016e-29,1.118383e-72,1.268447e-280,1.723435e-11,2.998131e-64
552.5424,7.046683e-30,4.925314e-74,1.620214e-282,6.997199e-12,2.215694e-66
553.3898,1.678086e-30,2.107663e-75,2.039422e-284,2.799549e-12,1.511865e-68
554.2373,3.938023e-31,8.763797e-77,2.529742e-286,1.10379e-12,9.524899e-71
555.0847,9.107035e-32,3.540848e-78,3.092289e-288,4.288641e-13,5.540535e-73
555.9322,2.075441e-32,1.390101e-79,3.724934e-290,1.642054e-13,2.975686e-75
556.7797,4.660991e-33,5.302845e-81,4.421724e-292,6.195691e-14,1.475593e-77
557.6271,1.031528e-33,1.965602e-82,5.172486e-294,2.303704e-14,6.756006e-80
558.4746,2.249666e-34,7.079555e-84,5.962682e-296,8.441085e-15,2.855996e-82
559.322,4.834927e-35,2.477652e-85,6.773585e-298,3.047927e-15,1.114729e-84
560.1695,1.023991e-35,8.425553e-87,7.582809e-300,1.084539e-15,4.017212e-87
561.0169,2.137162e-36,2.784072e-88,8.3652e-302,3.802952e-16,1.336671e-89
561.8644,4.395549e-37,8.938946e-90,9.094046e-304,1.314107e-16,4.106466e-92
562.7119,8.908886e-38,2.788791e-91,9.742548e-306,4.47482e-17,1.164813e-94
563.5593,1.779378e-38,8.454144e-93,1.028543e-307,1.501602e-17,3.050618e-97
564.4068,3.502256e-39,2.490274e-94,1.070058e-309,4.965567e-18,7.376728e-100
565.2542,6.793007e-40,7.127683e-96,1.09705e-311,1.618145e-18,1.646963e-102
566.1017,1.298407e-40,1.982319e-97,1.108359e-313,5.196376e-19,3.395062e-105
566.9492,2.44565e-41,5.357012e-99,1.103492e-315,1.644441e-19,6.461834e-108
567.7966,4.539545e-42,1.40668e-100,1.08266e-317,5.128269e-20,1.135554e-110
568.6441,8.303572e-43,3.589155e-102,1.046876e-319,1.576006e-20,1.842485e-113
569.4915,1.49676e-43,8.898418e-104,1.002953e-321,4.772869e-21,2.760224e-116
570.339,2.658729e-44,2.143667e-105,0,1.424413e-21,3.817935e-119
571.1864,4.654046e-45,5.017941e-107,0,4.189158e-22,4.875923e-122
572.0339,8.028267e-46,1.141347e-108,0,1.214094e-22,5.749489e-125
572.8814,1.364733e-46,2.522515e-110,0,3.467468e-23,6.259586e-128
573.7288,2.286167e-47,5.417185e-112,0,9.759043e-24,6.292252e-131
574.5763,3.774009e-48,1.130414e-113,0,2.706678e-24,5.83997e-134
575.4237,6.139495e-49,2.292055e-115,0,7.397767e-25,5.004483e-137
576.2712,9.842306e-50,4.515819e-117,0,1.992504e-25,3.959605e-140
577.1186,1.554876e-50,8.645137e-119,0,5.288501e-26,2.892601e-143
577.9661,2.420635e-51,1.608167e-120,0,1.383249e-26,1.951054e-146
578.8136,3.713619e-52,2.906793e-122,0,3.565356e-27,1.21505e-149
579.661,5.614358e-53,5.105297e-124,0,9.056077e-28,6.986551e-153
580.5085,8.364452e-54,8.71268e-126,0,2.266793e-28,3.709161e-156
581.3559,1.228031e-54,1.444796e-127,0,5.59137e-29,1.818162e-159
582.2034,1.776708e-55,2.32801e-129,0,1.359124e-29,8.228746e-163
583.0508,2.533129e-56,3.644913e-131,0,3.255628e-30,3.438577e-166
583.8983,3.559042e-57,5.545152e-133,0,7.685021e-31,1.326685e-169
584.7458,4.927693e-58,8.197161e-135,0,1.787681e-31,4.726079e-173
585.5932,6.723396e-59,1.177436e-136,0,4.097976e-32,1.554455e-176
586.4407,9.04e-60,1.643369e-138,0,9.257283e-33,4.720624e-180
587.2881,1.197796e-60,2.228727e-140,0,2.060783e-33,1.323624e-183
588.1356,1.563982e-61,2.936989e-142,0,4.520803e-34,3.426684e-187
588.9831,2.012405e-62,3.760726e-144,0,9.773128e-35,8.190821e-191
589.8305,2.551723e-63,4.679127e-146,0,2.082026e-35,1.807694e-194
590.678,3.188499e-64,5.656945e-148,0,4.370925e-36,3.683548e-198
591.5254,3.926212e-65,6.645426e-150,0,9.04264e-37,6.930298e-202
592.3729,4.764264e-66,7.58556e-152,0,1.843536e-37,1.203875e-205
593.2203,5.697083e-67,8.413492e-154,0,3.703759e-38,1.93088e-209
594.0678,6.71342e-68,9.067525e-156,0,7.332777e-39,2.859387e-213
594.9153,7.795963e-69,9.49566e-158,0,1.430635e-39,3.909621e-217
595.7627,8.921345e-70,9.662408e-160,0,2.750577e-40,4.935606e-221
596.6102,1.006064e-70,9.553653e-162,0,5.211387e-41,5.752947e-225
597.4576,1.118035e-71,9.17862e-164,0,9.730104e-42,6.191335e-229
598.3051,1.22439e-72,8.568586e-166,0,1.790261e-42,6.152084e-233
599.1525,1.321353e-73,7.772573e-168,0,3.246009e-43,5.644224e-237
600,1.405246e-74,6.850848e-170,0,5.799864e-44,4.781128e-241
